Pinterest ID,Name,Description,Alt Text,URL
79798224640370570,21 Most Famous Chair Designs of All Time,"The 20th century was the golden age of “modern chair.” In this period, technological innovation and rising flexibility of the masses drove the best of designers to take up the task of re-inventing a simple piece of furniture. This task is still going on, with amazing chair designs pouring into the furniture market.",an image of some chairs and people in black and white photo collage with one man looking at the camera,https://i.pinimg.com/736x/94/47/f6/9447f6280d0eaec359d3cf89af074874.jpg
88946161385597027,Amelie DP TS Office Chair by Midj - 2 / 1,"The Amelie DP TS Office Chair , designed in 2023 by Roberto Paoli for Midj, was introduced at the 2023 Milan Furniture Fair. It boasts a five star castor base, with a rounded backrest and seat upholstered in either leather, faux leather, or fabric. It is possible to customize back and front of the shell in two different fabrics or colors or choosing a contrasting fabric or color for the front insert of the backrest. As an office chair, it is extremely stylish. As a dining chair, the Amelie offer",two office chairs with wheels on each side and an orange upholstered chair in the middle,https://i.pinimg.com/736x/08/de/32/08de3266319b0f4428aafb431473b518.jpg
155303888230816622,Vintage 1960s Roger Sprunger Cantilevered Chrome Tube and Plum Leather Lounge Chair,"great vintage condition. some superficial wear. see pics. chicagoland delivery included. nationwide delivery arrangements can be made at an additional cost. if you have any questions, please ask.",a brown leather chair sitting on top of a cement floor,https://i.pinimg.com/736x/13/c6/93/13c693c14e621284f91065bff3f7d727.jpg
24277285506235811,Celeste Dining Chair,"A double-backed silhouette in rich velvet makes this architectural dining chair the star of any dinner party. For ordering assistance and more, please contact us For aesthetic advice and tips to help decorate your space, enjoy our complimentary home styling services | Celeste Dining Chair by Anthropologie in Purple, Polyester",a red chair sitting on top of a white floor,https://i.pinimg.com/736x/ba/98/55/ba98551449e69b20e0d9041de9ccc1f7.jpg
361836151328784198,Bubble Chair,"Modern influences blend with playful silhouettes to create this statement chair that lends the coziest feel to your reading nooks. Upholstered in textural polyester fabrics, this chair features curving lines allover for a soft touch. Low-slung silhouette sets on four short cylindrical-shaped legs. This custom piece of furniture will be made to order just for you. Available exclusively at Urban Outfitters. Features - Statement chair from UO Home - Upholstered in textural polyester - Low-slung silhouette with statement legs and curving lines allover - Made to order just for you - Removable legs to easily move throughout your space - Some assembly required - UO exclusive Content + Care - Some assembly required - assembly instructions included - Polyester, plywood - Spot clean - Imported Size - Dimensions: 31.5"" x 33""w x 31.5""h - Leg height/Clearance: 9"", removable - Interior seat dimensions: 31.5""l x 19""w x 18""h - Weight: 55 lbs - Shipping package dimensions: 32""l x 33.5""w x 23""h - Shipping package weight: 42 lbs",a green chair sitting on top of a white floor next to a table and lamp,https://i.pinimg.com/736x/53/63/d3/5363d3b4c9c7646d27656a0fa732b29b.jpg
832462312403401997,Fred Chair - Blue,"A work of art you can sit on The answer to that empty corner of your room. Eye-catching curves and clean lines blend seamlessly together to form this modern accent chair. The Fred Chair’s not just a looker, she’s comfy too. This bold accent chair will feel at home in nearly any space. Place it in your living room, bedroom, or home office for a dash of daring design. This sculptural accent chair isn’t fussy like those other chairs, it’s easy to clean so you can let the kids climb all over it too.","A work of art you can sit on The answer to that empty corner of your room. Eye-catching curves and clean lines blend seamlessly together to form this modern accent chair. The Fred Chair’s not just a looker, she’s comfy too. This bold accent chair will feel at home in nearly any space. Place it in your living room, bedroom, or home office for a dash of daring design. This sculptural accent chair isn’t fussy like those other chairs, it’s easy to clean so you can let the kids climb all over it too.",https://i.pinimg.com/736x/fd/dc/7d/fddc7dd526945c4a1105ba5cedfb1691.jpg
1019502434394582720,Theia Lounge Chair,"The Theia lounge chair is a true embodiment of elegance and sophistication. Crafted with precision and care, this exquisite piece is named after the Greek mythological goddess who gave birth to the moon goddess, Selene. The chair's design is inspired by the celestial world, with its two curving armrests and a wide, hand-carved back leg featuring a natural chisel texture. Handmade in the designer's Brooklyn studio Locally sourced woods Each piece is unique Elevate your space with this one-of-a-kind lounge chair that exudes refinement and luxury.",a red chair sitting on top of a white floor next to a light that is turned on,https://i.pinimg.com/736x/e6/61/0a/e6610a17488eaabfbf8354b4c8f7b92e.jpg
123919427243823766,Saddle Leather Accent Chair,"Our Saddle accent chair is the perfect blend of nostalgia and modern design. Exuding a cool 1970s vibe with its lived-in warm cognac leather, the chair is inspired by emerging fashion trends with woven textures seen in high-end accessories. Wrapped on a burnished brass frame, wide strips of brown saddle leather are woven to create a continuous flow over the cantilevered frame. Anchor your modern decor with this striking slipper chair, only available at Crate & Barrel. Woven leather…",a brown chair sitting on top of a rug next to a table with a vase in it,https://i.pinimg.com/736x/94/99/ae/9499ae708b562c06d83bb15c17a11ce1.jpg
97108935732999299,Hans J. Wegner Lounge Chair - Hans Wegner Shell Carl Hansen & Son Ch07 Finish Danish Mid-Century Modern Oak,"CH07 Shell Chair by Hans Wegner for Carl Hansen & Son circa 2006 White Oak, suede leather Sometimes called the ""smiling chair,” Hans Wegner’s Shell Chair (originally designed in 1963) achieves a floating lightness with its wing-like seat and arching curved legs. His belief that a chair ""should be beautiful from all sides and angles” is especially evident here. This is the authentic Shell Chair produced by Carl Hansen & Søn. Made in Denmark. Condition: Overall very good condition. Wood is free fr","an upholstered chair with wooden legs and white cushion on the seat, viewed from the side",https://i.pinimg.com/736x/49/48/e8/4948e8e83c308c5be729d8d8104a9229.jpg
635640934968038868,Armchair JN07 Wool,Armchair JN07 Wool - From the TV Program Danmarks Næste Klassiker,a chair that is sitting on a rug,https://i.pinimg.com/736x/da/a8/b3/daa8b3512f8a9e587bb6e1cc2509d485.jpg
495536765268843382,Iconic Japandi Master Lounge Chair solid wood japanese design and character | eBay,"Japandi Lounge Chair. This Japandi Lounge with unique feather pillows is the ""most comfortable chair EVER"" and the perfect addition to any contemporary living space. The lounge chair features a sleek and sophisticated design that combines comfort and style for the ultimate relaxation experience.",a wooden chair with two pillows on it,https://i.pinimg.com/736x/9b/da/91/9bda91b9e2d96df23c33938d63f2077b.jpg
1074249317342218721,Rattan Chair - Rattan Seat,"Our vintage-inspired Rattan Chair is the perfect mid-century modern accent for your dining, living, lounge, or office area. Frame: Stainless steel Material: Rattan / Wicker Wood: Oak Seat: Rattan / Cortical Dimensions: Seat width 18"", Height 31"" *Custom wood/color available upon request.",a brown chair sitting on top of a wooden floor next to a pile of books,https://i.pinimg.com/736x/a8/ab/aa/a8abaa86bb8242570fc918503de793be.jpg
213991419786664155,Leather Hagen Dining Chair,"Style No. 60252715; Color Code: 020 Fully upholstered in top-grain leather, this sculptural dining chair brings character and charm to your table. For ordering assistance and more, please contact us. For aesthetic advice and tips to help decorate your space, enjoy our complimentary home styling services. Top-grain leather upholstery: 100% leather Cushion content: Foam & fiber Webbed seat construction Poplar wood frame Professionally clean; cleaning code S This piece is intended for indoor use No assembly required Imported",a brown leather chair sitting on top of a white floor next to a beige wall,https://i.pinimg.com/736x/16/5d/5e/165d5e63071b9d54a20969ee9cca468c.jpg
242490761179469899,"Chromeo Chair, Piccolo at Design Within Reach","A DWR exclusive, the Chromeo Chair (2022) is Australian designer Sarah Ellison’s first foray into working with metal. Pairing curved chromed tubing with oversized, comfortable bolster cushions, Chromeo is a study in contrasts. Sleek and contemporary, with a wink toward its Bauhaus inspiration, this crisp new classic is offered in texturally rich upholstery. Made in China. | Chromeo Chair, Piccolo at Design Within Reach",a brown chair with metal frame and foot rest,https://i.pinimg.com/736x/91/ba/c8/91bac87c8416df85b08b077d1ce057ea.jpg
289848926036070639,"Kya Accent Chair, Ivory Basket Boucle","Our Kya accent chair brings a laid-back touch to modern design. Its streamlined silhouette is upholstered in textural bouclé, trimly tailored for comfort. Pair this chair with a chic side table and statement lamp for an artful take on a reading nook.",a white chair sitting in front of a vase filled with flowers on top of a hard wood floor,https://i.pinimg.com/736x/81/33/c0/8133c09635749cb6a3f059023eaa953b.jpg
766737905348093972,Ert by studioutte,"Ert is a minimal chair designed by Milan-based office studioutte. In a nod to the graphic simplicity of the De Stijl movement, the “ert” wooden chair is a minimalist masterpiece, composed of clean lines and a square seat. The straightforward design has recently been transformed in a special edition piece, dubbed “001 ert x SIZED,” created as a collaboration between design studios.","Ert is a minimal chair designed by Milan-based office studioutte. In a nod to the graphic simplicity of the De Stijl movement, the “ert” wooden chair is a minimalist masterpiece, composed of clean lines and a square seat. The straightforward design has recently been transformed in a special edition piece, dubbed “001 ert x SIZED,” created as a collaboration between design studios.",https://i.pinimg.com/736x/9a/b6/93/9ab69306406aa52403230ce0e1a38be6.jpg
1032379914554605784,NUMBERTWO FAUTEUIL,"NumberTwo Fauteuil Chair designed by Jean Pujol for Rue Interieure. The clear lines and beautiful curves intertwined to create a timeless and sculptural piece. This masterpiece gives comfort and the vibrant color brings a new dimension to the room. The frame is made of steel tubes, with a multitude of welded rods. Each rod bends at a different and precise angle, creating a large and comfortable seat. The simple design and the elegant finish adds beauty to the chair. The lightweight makes it easy to handle and move the chair easily. The back of the Fauteuil is juxtaposed with the base, like a dynamic vector conveying a sense of movement. Contact us for more metal and leather finishes.  DIMENSIONS: W 31  x D 27  x H 26 in W 78.74  x D 68.58  x H 66.04 cm LEADTIME: Most  Rue Interieure products are made-to-order with a lead time of 8-10 weeks.",a chair with blue cushions sitting on top of it,https://i.pinimg.com/736x/a7/25/99/a72599774737865fae40ae5f05e0cf64.jpg
442619469670587845,Era Chair by Simone Fanciullacci,"A throne obtained by juxtaposing two elements entirely in walnut wood, as if they were relics from an arcane structure. The result is itself an enigmatic, asymmetrical object that appears different from every point of view and forces the eye to move between solids and voids to embrace the whole. The seat is anti-ergonomic, not a chair to feel comfortable in, but to force the body into the object, eliciting unexpected sensations.",a wooden chair sitting on top of a white floor,https://i.pinimg.com/736x/84/2e/37/842e372e8913714efeef9ff7d35d5949.jpg
413909022014168093,Mazz Boucle Dining Chair by Leanne Ford + Reviews | Crate & Barrel,"Our Mazz dining chair puts comfort and cool factor into contemporary design. Playful proportions take shape in the ultra-slim wood legs and oversized, tubular cushion that flows seamlessly from arm to back. Designed for comfort as well as eye-popping good looks, the chair relaxes with a generous, well-cushioned seat and luxe bouclé upholstery. Curated and crafted around the world, our first furniture and design collaboration with design star Leanne Ford brings her cool, effortless vibe home…","a white chair with a wooden frame and armrests, on a white background",https://i.pinimg.com/736x/fe/a4/bc/fea4bc6cf91b5868621b176e457f51d8.jpg
97108935732108462,"Lawson-Fenning Lounge Chair - Griffin American Mid-Century Modern Velvet, Walnut","The Griffin Chair is a wide, armless lounge chair that features biscuit tufting. The base is solid American Walnut or White Oak. The Lawson-Fenning Collection is designed and handmade in Los Angeles, California. Reach out to discover what options are currently in stock.",an orange chair sitting on top of a wooden frame,https://i.pinimg.com/736x/4f/9f/37/4f9f373fbc9ddfef3608fb15bde34b7e.jpg
10766486605902566,"Mid Century Tubular Frame Armchair ""borkum"" by John Bertil Häggström ,from Ikea 1970s - Etsy","Mid century tubular frame armchair ""BORKUM"" by John Bertil Häggström ,from Ikea 1970s Great armchair in linen and chrome frame. First published in 1978 in the IKEA catalogue. Brand: Ikea Designer: John Bertil Häggström Model: Borkum Dimensions: Total width 85 cm Total h 70 cm Total depth 80 cm Seat h 42 cm Material: metal, 100% linen furniture fabric Color: beige, silver Period: 70s Condition: Very good vintage condition. has few signs on the textile we also have the sofas as a 3 seats and 2 seat , please check out our other listings Before purchasing please let us know to calculate the exact shipping price . Worldwide shipping",a chair that is sitting up against a white wall with no one around it or someone else,https://i.pinimg.com/736x/cf/c2/fe/cfc2fe7c1635443d9cbcd6d3f4ea9a81.jpg
598838081722153373,Bell Chair by Studio Sam Klemick [Custom Order],"Bell Chair by Studio Sam Klemick Available in custom upholstery and stain options. Please email sales@claudehome.com for further information. Materials: bleached oak, canvas - custom finish + upholstery available Measurements: 29.5” H x 28.5” D x 28” W Seat Height: 15.5” Price with cushion: $5,400 Price without cushion: $5,700 Item is made to order Estimated production time: 3-4 weeks after fabric is received. Shipping not included in price, please email Sales@claudehome.com for a quote",a chair that is sitting on some kind of wood with a black and red cushion,https://i.pinimg.com/736x/3b/07/46/3b0746e100bf53524159ed71a50973d2.jpg
413909022018467762,Erin Fetherston Dulcette Swivel Chair,"Style No. 83319194; Color Code: 054 Upholstered in the softest velvet and set on a ridged wooden base, the Dulcette chair offers a modern spin on a classic silhouette. Lend ultra-elegant charm to your interior with the Dulcette collection, designed exclusively for Anthropologie by Erin Fetherston. Characterized by warm textures, minimalist aesthetics, and thoughtful shapes, this collection offers stylish pieces you’re sure to cherish for years to come. For ordering assistance and more, please contact us. For aesthetic advice and tips to help decorate your space, enjoy our complimentary home styling services. For more information on the materials and techniques of this piece, click here. Exclusively for Anthropologie Velvet upholstery: 100% polyester Cushion content: Feather blend Spring seat construction One seat cushion One back cushion Cushions are removable Kiln-dried hardwood frame Ash wood base Professionally clean This piece is intended for indoor use No assembly required Imported Erin Fetherston Based in Los Angeles, Erin Fetherston is a fashion designer turned interior designer who believes good design should work hand-in-hand with lifestyle. Her interiors, while modern, exude warmth and reflect a connection to nature, cultivating bright and airy spaces with family-friendly know-how.","a living room with a chair, table and vase",https://i.pinimg.com/736x/db/89/18/db89182ae9701d0ed35364d2d0b8bf74.jpg
1548181174518073,"DYVLINGE swivel chair, Kelinge green - IKEA","DYVLINGE swivel chair, Kelinge green, Depth: 29 1/2 "". MILA swivel armchair was presented as the ""anti-stress armchair"" in our 1967 catalogue. A big success designed by Gillis Lundgren – now given new life with the name DYVLINGE in the Nytillverkad collection. Supporting fabric/ Lining: 100 % polypropylene.","a bright green chair with chrome legs and an arm rest on a metal base, viewed from the front",https://i.pinimg.com/736x/2e/14/94/2e14940104a028a72c6b85ac40ea2e72.jpg
289848926036293589,"Caruso Accent Chair, Cognac Leather","Rugged in its bearing yet thoroughly refined, the Caruso accent chair is a chic statement. The sling seat is made with leather that's hand-buffed and sanded for a soft, suede-like touch. This occasional chair is the perfect addition to a richly eclectic home office or lounge.",a living room with two leather chairs and a television on the stand in front of it,https://i.pinimg.com/736x/1d/b4/a6/1db4a6053de367e731687a83dbcc2faa.jpg
341921796728359340,"Surrealist Sustainable Figurative Titi Club Chair by Marjorie Skouras, Gold Finish","The Titi Chair is one of Marjorie's most iconic designs, which has been a best seller since its debut in 2009. She has graced the homes of fans from all over the United States, Europe, Australia and Mexico to date, and has been featured in shelter publications around the world. Some of her fans have sent their own favorite nail polish color to Marjorie for her manicure. You can too, please inquire. Each Titi chair is hand carved in Marjorie's studio in Merida, Mexico by an expert Ebanista. She is then hand painted in the studio in a bright gold metallic acrylic paint, and finished with a transparent sealer for protection. We are happy to accommodate special color requests as well. Each piece is made to order, so we very much appreciate your patience while we create this piece of art for you. See less",a gold colored chair with legs that are shaped like a woman's legs and feet,https://i.pinimg.com/736x/2f/2a/c6/2f2ac6f1005f5e2bbaebd025a1cb9d32.jpg
146296687889986495,Rey Chair Upholstered - Grape Red Lacquered Beech / Steelcut Trio 416,"Based on the original Rey Collection designed by Swiss designer Bruno Rey in 1971, HAY has teamed up with Dietiker to relaunch the Rey Chair. With its distinctively rounded edges and curved backrest, it was the first chair to be patented with Dietiker's unique 'screwless' wood-to-metal connection and has become one of the most successful Swiss chairs of all time. For the upholstered version of this chair HAY has selected complimentary colours from Kvadrat's Steelcut Trio fabric collection. Steel",a red chair sitting on top of a floor next to a white wall with a shadow cast on it,https://i.pinimg.com/736x/77/c0/24/77c0243880432b8bd41ce7a97fbadcd5.jpg
97108935726695952,"Craft Associates Highback Chairs, Peabody Leather High Back Chairs, Modern","For Sale on 1stDibs - Craft Associates Highback Chairs, Peabody Leather High Back Chairs, Modern This Lawrence Peabody high back chair P-1714 for Craft Associates Furniture",two brown leather chairs sitting next to each other,https://i.pinimg.com/736x/6a/a0/d1/6aa0d14fecf7b8832b8dc4a7a7cca30a.jpg
204913851796503786,UPHOLSTERED LINEN ARMCHAIR | Zara Home United States of America,,a chair sitting on top of a carpet covered floor next to a wall with a wooden frame,https://i.pinimg.com/736x/f5/f7/2b/f5f72b7371a435965d86ea17795ed8bd.jpg
1125968700856601,"ChairVogue Single Solid Wood Rocking Chair Solid Wood Rocking Chair/brownWood in Black | 38.18"" H X 27.55"" W X 40.55"" D | Wayfair","Made from premium quality birch wood, known for its bright surface and smooth, delicate textures with clearly visible growth rings, it offers a natural elegance. The combination of free-flowing sculptural design and traditional hand-connected techniques produces a work that is both timeless and complex. The elegant curves of the chair are ergonomically designed to be both beautiful and comfortable. ChairVogue Frame Color: Black | ChairVogue Single Solid Wood Rocking Chair Solid Wood Rocking…",an unusual black chair with wavy lines on it,https://i.pinimg.com/736x/e2/b4/76/e2b47658319d58dd5de01fc064d5a54e.jpg
24277285504643410,Pamela Accent Chair,"Calling to mind the majestic fronds of palm trees, this statement piece functions as both a functional seat and a work of art. The natural grain of the wooden frame peeks out between the leaves - resulting in a conversation piece that celebrates the effortless beauty of nature. For ordering assistance and more, please contact us. For aesthetic advice and tips to help decorate your space, enjoy our complimentary home styling services. | Pamela Accent Chair by Anthropologie, Cotton","a wooden bed with a green and white pillow on it's headrest, in front of a white background",https://i.pinimg.com/736x/45/a1/c5/45a1c5ed549e2f6fd57332a1ae4d74cb.jpg
259801472270204023,Bubble Statement Chair in White at Urban Outfitters,"Modern influences blend with playful silhouettes to create this statement chair that lends the coziest feel to your reading nooks. Upholstered in textural polyester fabrics, this chair features curving lines allover for a soft touch. Low-slung silhouette sets on four short cylindrical-shaped legs. This custom piece of furniture will be made to order just for you. Available exclusively at Urban Outfitters. Features Statement chair from UO Home Upholstered in textural polyester Low-slung silhouett",a white chair sitting on top of a floor next to a potted plant in a living room,https://i.pinimg.com/736x/be/b2/84/beb2848cbd8a7204f0d6338132185c0c.jpg
138204282309901326,UPHOLSTERED LINEN ARMCHAIR,,an upholstered chair with wooden legs and arm rests against a white wall,https://i.pinimg.com/736x/b7/60/83/b760830c4b2346c35c42ff3755afef3c.jpg
442619469676380660,"Black Leather Lounge Chair, 1973","A stunning vintage armchair, often attributed to Marcel Breuer and dating back to the 1970s. The chair boasts a chromed metal structure and black leather upholstery in excellent condition. With canvas ties and black leather armrests on chrome steel tubes, this chair seamlessly combines style and durability. The removable pillow adds a comfort element, making it an ideal choice for a contemporary interior.",a black leather chair sitting on top of a metal frame base with a white background,https://i.pinimg.com/736x/58/cd/c4/58cdc42d90204a92ab00208800482852.jpg
155303888067457472,Knoll Wassily Chair by Marcel Breuer - TWO AVAILABLE,"@FS.BRKLYN SHIPPING: Please contact me before hand. Shipping is not included with purchase price. Shipping options are available at an additional fee. Free curbside delivery within local NYC area. Free pickup available. Open to reasonable offers. Please contact me before hand for shipping options! NO RETURNS. F/S* Knoll Wassily Chair - Belting leather and Chrome Chair - TWO AVAILABLE - PRICE PER CHAIR, OPEN TO OFFERS Excellent, vintage condition Knoll manufactured and designed by Marcel Breuer.",a chair sitting on top of a hard wood floor next to two pictures hanging on the wall,https://i.pinimg.com/736x/17/15/a0/1715a05bf91038c8469d14a403670e4e.jpg
218143175695302344,SEDIA TONDA Original Red Chair,"SEDIA TONDA Design Chair Original Red Edition by Edoardo Lietti A rather DIY geometrical, modern design ass-rest. Sedia Tonda aims to be a piece of art while pragmatic and functional for everyday - a chair to carry with you through life. This intersection between art and functionality is revealed through the flexible system that Sedia Tonda is designed upon, where each element proves essential for the joinery. This slotting system gives the freedom of easy disassembly and stacking. Presenting an",a wooden chair sitting on top of a floor next to a table with two chairs,https://i.pinimg.com/736x/e6/53/e3/e653e3dba0c803c7bb213527bfdd506f.jpg
97108935742548381,'barcelona' Chair,"A 'Barcelona' chair, with brown leather upholstery and belting straps on a chromed steel frame.??",a brown leather chair sitting on top of a metal frame,https://i.pinimg.com/736x/58/f1/ce/58f1ceae17fb673910646036f1920d4c.jpg
